CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;22:43:46:078;41,32898117;2,21089961;480,044145472348;1574,9480342315;5,210938;70,949707;2030;15,75;34744C;VLG74FA;1018;0;-114,609;170;-0,125;166;-114,257812;159;0,248;-896;-896;2232;170,5;245,3851;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:46:219;41,32702737;2,40193993;1401,95331723336;4599,5845213119;13,671875;83,259888;1000;46;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;38,496094;207;0,34;-512;-480;288;217,58;32,2284;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:49:961;41,42168329;2,39451159;1249,57606398035;4099,65913374929;15,089844;61,133423;1111;41;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-166,289062;219;0,356;-1504;-1568;1187;243,98;195,4578;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:50:047;41,36207319;2,30831143;914,344144959003;2999,81684454729;10,035156;68,389893;1000;30;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-115,3125;201;0,32;-1216;-1312;1264;226,6;244,9017;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:50:070;41,32766168;2,20711889;464,805205948651;1524,95151188457;5,023438;71,169434;2030;15,25;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;160;0,248;-864;-896;2232;171,6;245,528;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:50:203;41,33011357;2,40546002;1394,33051493112;4574,57532660662;13,851562;82,573242;1000;45,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;45,351562;208;0,34;-576;-480;288;216,7;39,5673;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:53:961;41,41744675;2,39244845;1219,09658183437;3999,66082954547;14,886719;61,820068;1111;40;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-158,554688;219;0,356;-1664;-1568;1187;244,86;201,319;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:54:039;41,36035465;2,3033635;891,486756895669;2924,82541149359;9,789062;68,47229;1000;29,25;4CA815;RYR16XA;1018;1,055;-114,609;224;0,062;212;-114,960938;199;0,316;-1184;-1088;1264;223,96;245,1489;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:54:070;41,32635703;2,20332981;449,566233331338;1474,95488096279;4,835938;71,394653;2030;14,75;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-113,730469;160;0,248;-832;-864;2232;171,6;245,528;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:54:188;41,33298292;2,40923869;1386,70745806117;4549,5652967054;14,042969;81,963501;1000;45,5;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;52,382812;208;0,34;-544;-512;288;216,26;48,9386;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:57:969;41,41332344;2,38976564;1188,61766485404;3899,66437955974;14,664062;62,451782;1111;39;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-153,808594;218;0,352;-1504;-1472;1187;246,18;207,6031;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:58:031;41,35862303;2,29832905;868,629352843389;2849,8339259827;9,539062;68,554688;1000;28,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,609375;196;0,312;-1152;-960;1264;220,88;245,6378;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:58:070;41,32503455;2,19946021;426,707245265134;1399,95819855566;4,644531;71,636353;2030;14;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-113,378906;160;0,248;-896;-864;2232;171,16;245,8301;No alert, no SPI, aircraft airbone
CAT048;20;129;22:43:58:180;41,33527579;2,41362466;1371,46379593294;4499,55328024863;14,257812;81,524048;1000;45;345043;VLG30NL;1018;20,742;54,316;216;1,844;228;59,238281;208;0,34;-608;-576;288;215,82;54,245;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:01:969;41,40937674;2,38662837;1158,13917889073;3799,66934367188;14,429688;63,028564;1111;38;346691;VLG40UD;1018;6,152;-148,535;248;0,438;236;-151,347656;219;0,352;-1504;-1504;1187;247,94;211,6351;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:02:023;41,35698975;2,29342442;853,391826794483;2799,84204102041;9,296875;68,620605;1000;28;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,433594;193;0,308;-928;-960;1264;216,26;245,6873;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:02:063;41,32374268;2,1956618;411,468201665208;1349,96133475128;4,457031;71,889038;2030;13,5;34744C;VLG74FA;1018;-0,527;-114,082;170;-0,094;168;-113,554688;160;0,248;-864;-800;2232;171,16;245,8301;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:02:172;41,33722879;2,41823102;1363,83986432571;4474,54038047436;14,480469;81,183472;1000;44,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;64,511719;208;0,34;-480;-576;288;215,82;61,1774;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:05:969;41,40555005;2,38337562;1127,66082315147;3699,67473502827;14,195312;63,588867;1111;37;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-150,117188;219;0,352;-1472;-1472;1187;248,38;212,6624;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:06:023;41,3554132;2,28868086;830,53416109737;2724,8496970947;9,0625;68,686523;1000;27,25;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,257812;189;0,3;-1088;-928;1264;212,74;245,8411;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:06:063;41,32245047;2,19186144;396,229121592827;1299,96435128661;4,269531;72,163696;2030;13;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-113,554688;157;0,244;-768;-512;2232;169,18;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:06:156;41,33887355;2,42307003;1348,59564165398;4424,52652496406;14,710938;80,930786;1000;44,25;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;65,039062;207;0,34;-544;-672;288;215,38;64,9786;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:09:961;41,40177351;2,3799606;1097,18261144683;3599,68059893921;13,957031;64,143677;1111;36;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-149,0625;219;0,352;-1440;-1440;1187;249,04;213,6896;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:10:016;41,35382756;2,28402973;815,296388764866;2674,85700411532;8,832031;68,768921;1000;26,75;4CA815;RYR16XA;1018;0,176;-114,082;208;-0,031;198;-114,257812;186;0,296;-1056;-832;1264;209,22;246,0059;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:10:055;41,32120669;2,18821983;380,989968116395;1249,96712699499;4,089844;72,454834;2030;12,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-113,554688;151;0,232;-768;-864;2232;163,9;245,4675;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:10:148;41,34039926;2,42784011;1333,35141142551;4374,51264466127;14,9375;80,71106;1000;43,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;65,390625;207;0,34;-864;-896;288;215,6;66,1707;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:13:961;41,39798923;2,37642193;1066,70449449401;3499,68677371574;13,714844;64,709473;1111;35;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-146,777344;219;0,352;-1568;-1504;1187;249,7;215,5353;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:14:008;41,35231602;2,2793404;800,058589326218;2624,86422220503;8,601562;68,823853;1000;26,25;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;183;0,292;-960;-928;1264;206,14;245,9235;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:14:141;41,34177211;2,43272583;1318,10699884128;4324,49816607842;15,167969;80,535278;1000;43,25;345043;VLG30NL;1018;0,352;66,445;214;0,031;226;65,390625;207;0,34;-1152;-1088;288;215,16;66,4124;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:14:055;41,31996144;2,18457623;365,750781101175;1199,96979266798;3,910156;72,773438;2030;12;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-113,90625;149;0,232;-1184;-1248;2232;159,06;245,8521;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:17:969;41,39427949;2,37270945;1036,22652540449;3399,69343360807;13,46875;65,264282;1111;34;346691;VLG40UD;1018;10,195;-141,152;250;0,781;238;-142,910156;221;0,356;-1472;-1408;1187;250,58;218,8367;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:18:008;41,35077164;2,27485792;777,200627881102;2549,87090797744;8,378906;68,917236;1000;25,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,433594;182;0,288;-1056;-928;1264;202,84;245,8356;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:18:141;41,34333798;2,43756984;1295,24258261919;4249,48367476034;15,398438;80,321045;1000;42,5;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;65,214844;208;0,34;-1184;-1152;288;215,16;66,4124;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:18:055;41,3187935;2,18117417;342,891509301029;1124,97217937519;3,742188;73,103027;2030;11,25;34744C;VLG74FA;1018;-0,352;-114,434;156;-0,219;152;-114,433594;147;0,228;-1024;-1024;2232;156,2;245,4016;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:21:969;41,39067516;2,36870943;1013,36878927704;3324,70085861168;13,214844;65,791626;1111;33,25;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-138,515625;220;0,352;-864;-768;1187;250,8;222,7313;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:22:008;41,34920282;2,27029474;754,342650866136;2474,87754266765;8,152344;69,016113;1000;24,75;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,257812;181;0,284;-1184;-1088;1264;201,08;245,5994;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:22:125;41,34486853;2,44250437;1272,37801475916;4174,46868594244;15,632812;80,123291;1000;41,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;64,6875;209;0,34;-1152;-1152;288;215,16;66,4124;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:22:055;41,31760425;2,17768709;320,032225308008;1049,97452607953;3,570312;73,465576;2030;10,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-114,433594;144;0,22;-832;-864;2232;153,12;245,2753;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:25:969;41,38739162;2,36439752;998,13133580517;3274,70921176303;12,957031;66,236572;1111;32,75;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-133,945312;219;0,352;-704;-576;1187;248,6;227,1204;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:26:000;41,34766897;2,26580599;731,484590020962;2399,88390232437;7,929688;69,11499;1000;24;4CA815;RYR16XA;1018;0;-114,258;200;0;192;-114,082031;181;0,284;-1248;-1184;1264;199,76;245,7422;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:26:117;41,34640264;2,44725789;1249,51356113236;4099,4540719055;15,859375;79,925537;1000;41;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;64,511719;209;0,34;-1056;-992;288;215,6;66,1707;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:26:055;41,31647621;2,17443875;304,792863531969;999,976618390227;3,410156;73,855591;2030;10;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;140;0,216;-768;-864;2232;148,28;245,6818;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:29:969;41,38431052;2,35966886;982,894199377857;3224,71860508685;12,6875;66,615601;1111;32,25;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-130,253906;216;0,348;-640;-512;1187;246,84;230,7568;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:29:992;41,34616977;2,26148439;708,626405895688;2324,88985751881;7,714844;69,224854;1000;23,25;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;180;0,284;-1280;-1184;1264;198,88;245,6268;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:30:109;41,34792247;2,45209802;1226,64896164183;4024,43897931297;16,089844;79,73877;1000;40,25;345043;VLG30NL;1018;-0,879;65,742;216;-0,094;226;63,984375;209;0,34;-864;-832;288;214,94;65,8191;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:30:047;41,31538987;2,17126077;289,553462486714;949,978581864911;3,253906;74,256592;2030;9,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-114,785156;136;0,208;-800;-832;2232;144,76;245,9125;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:33:961;41,38162932;2,3549802;975,277069578879;3199,72802095717;12,429688;66,912231;1111;32;346691;VLG40UD;1018;7,734;-126,387;244;0,562;230;-127,265625;214;0,344;-544;-448;1187;243,32;233,6902;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:33:992;41,34464846;2,25698833;685,768248545006;2249,8959005564;7,492188;69,329224;1000;22,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;179;0,28;-1024;-1120;1264;197,56;245,7697;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:34:102;41,34960561;2,45697892;1211,40427953098;3974,42361645642;16,324219;79,524536;1000;39,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,632812;209;0,34;-800;-768;288;214,94;65,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:34:047;41,31429199;2,16799338;274,314051957801;899,980514225232;3,09375;74,690552;2030;9;34744C;VLG74FA;1018;-0,352;-114,258;142;-0,406;138;-114,785156;134;0,204;-768;-768;2232;141,46;245,7861;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:37:961;41,37906929;2,35012254;967,660035734996;3174,73775164081;12,167969;67,175903;1111;31,75;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-125,15625;212;0,34;-480;-448;1187;241,12;235,6458;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:37:984;41,34313933;2,25257334;670,530006043613;2199,90166502813;7,273438;69,44458;1000;22;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-114,082031;178;0,28;-1120;-992;1264;197,56;245,7697;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:38:094;41,351319;2,46167131;1196,15973265748;3924,40869729198;16,550781;79,30481;1000;39,25;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,457031;208;0,336;-832;-736;288;214,94;65,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:38:047;41,31325954;2,16496692;259,074573037215;849,982222203415;2,945312;75,151978;2030;8,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,3125;132;0,204;-704;-736;2232;138,38;245,6543;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:41:953;41,37664376;2,34509568;952,423091235571;3124,74777464931;11,902344;67,401123;1111;31,25;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-123,75;209;0,336;-480;-480;1187;238,7;236,9751;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:41:977;41,34163421;2,24816047;647,671713213436;2124,90726357917;7,054688;69,56543;1000;21,25;4CA815;RYR16XA;1018;-0,352;-114,258;196;-0,031;188;-113,90625;177;0,28;-1088;-1056;1264;195,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:42:086;41,35291396;2,46647579;1180,91499986965;3874,39316817235;16,78125;79,118042;1000;38,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,632812;209;0,34;-672;-640;288;215,38;64,9786;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:42:047;41,31220097;2,16185528;243,835084412247;799,983898343076;2,792969;75,673828;2030;8;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,839844;131;0,2;-672;-608;2232;136,62;245,3082;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:45:953;41,3743488;2,34017627;944,806039312854;3099,75744601919;11,644531;67,609863;1111;31;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-122,34375;208;0,332;-448;-480;1187;235,84;238,5352;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:45:977;41,34016567;2,24382124;624,813344394788;2049,9126128242;6,839844;69,686279;1000;20,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,730469;177;0,276;-1088;-1024;1264;194,48;245,6763;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:46:078;41,35474583;2,47121235;1173,29030960426;3849,37777936203;17,011719;78,887329;1000;38,5;345043;VLG30NL;1018;0;65,039;214;-0,125;226;63,632812;209;0,34;-544;-512;288;215,38;64,9786;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:46:047;41,31115172;2,15881982;236,215558953583;774,985454437274;2,644531;76,261597;2030;7,75;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,488281;130;0,2;-640;-576;2232;136,18;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:49:945;41,37217354;2,33528219;937,188934773207;3074,76694476133;11,390625;67,796631;1111;30,75;346691;VLG40UD;1018;3,691;-120,41;234;0,281;220;-121,113281;206;0,328;-480;-480;1187;233,2;239,5789;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:49:969;41,33873336;2,23955587;601,954901794903;1974,91772000479;6,628906;69,807129;1000;19,75;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,730469;176;0,276;-992;-960;1264;192,94;245,8246;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:50:070;41,35643284;2,4758959;1158,04560063127;3799,36232837511;17,238281;78,689575;1000;38;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,632812;209;0,336;-480;-480;288;214,5;64,8688;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:50:047;41,3101241;2,1557747;220,976011921652;724,986938953032;2,496094;76,887817;2030;7,25;34744C;VLG74FA;1018;-0,176;-114,785;136;-0,219;134;-116,191406;130;0,2;-512;-544;2232;135,52;245,1324;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:53:945;41,37010655;2,33033194;921,951827693731;3024,7764343707;11,136719;67,955933;1111;30,25;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-119,707031;204;0,324;-544;-480;1187;231,22;240,9906;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:53:969;41,33727496;2,23529779;586,716407497413;1924,92265837381;6,417969;69,949951;1000;19,25;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,554688;175;0,276;-1056;-928;1264;190,74;245,8521;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:54:063;41,35806004;2,48076352;1150,42063064501;3774,34602184536;17,472656;78,513794;1000;37,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,632812;209;0,34;-448;-480;288;215,38;64,9786;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:54:055;41,30908123;2,15281494;205,736428509466;674,988304110998;2,351562;77,634888;2030;6,75;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,488281;131;0,2;-576;-576;2232;135,52;245,1324;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:57:945;41,36810791;2,32533908;914,334699191153;2999,7858544943;10,882812;68,098755;1111;30;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-118,652344;202;0,324;-544;-512;1187;227,48;242,1936;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:57:969;41,33580234;2,23095827;563,857895438559;1849,92753767064;6,203125;70,098267;1000;18,5;4CA815;RYR16XA;1018;-0,879;-114,082;190;-0,062;184;-113,730469;174;0,272;-960;-928;1264;189,86;245,7257;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:58:055;41,35973775;2,48561399;1142,79562574811;3749,32960077944;17,707031;78,33252;1000;37,5;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;63,632812;210;0,34;-416;-480;288;215,38;64,9786;No alert, no SPI, aircraft airbone
CAT048;20;129;22:44:58:055;41,30802244;2,14975724;198,116835812107;649,989639605792;2,203125;78,480835;2030;6,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,136719;131;0,2;-640;-640;2232;134,86;245,907;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:01:938;41,36620712;2,32029311;906,71755753085;2974,79523144951;10,628906;68,214111;1111;29,75;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-118,125;200;0,32;-480;-512;1187;225,94;242,8638;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:01:961;41,33440755;2,22676003;548,619291418232;1799,93211605659;5,996094;70,235596;1000;18;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,90625;173;0,272;-992;-832;1264;188,1;245,4785;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:02:047;41,36153811;2,49033886;1135,17071715742;3724,31349567876;17,9375;78,129272;1000;37,25;345043;VLG30NL;1018;-14,062;64,336;216;-1,312;226;61,171875;210;0,34;-512;-544;288;215,82;64,1437;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:02:063;41,30701705;2,14676588;182,877211637795;599,990871029743;2,058594;79,376221;2030;6;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-115,488281;130;0,2;-704;-736;2232;134,42;246,297;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:05:930;41,36437918;2,31549166;891,480215477757;2924,80395014804;10,386719;68,334961;1111;29,25;346691;VLG40UD;1018;-1,582;-116,719;222;-0,25;212;-116,894531;198;0,312;-576;-864;1187;223,74;243,4296;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:05:953;41,33297134;2,22267228;533,380601123907;1749,93641139136;5,792969;70,422363;1000;17,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,90625;172;0,268;-896;-864;1264;185,9;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:06:039;41,36340819;2,49495434;1119,92588546313;3674,29764206287;18,164062;77,915039;1000;36,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;54,316406;210;0,34;-672;-672;288;216,04;59,9908;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:06:063;41,3060297;2,14375751;167,637566710822;549,992034367534;1,914062;80,370483;2030;5,5;34744C;VLG74FA;1018;-1,055;-113,73;134;-0,344;134;-115,664062;130;0,2;-768;-736;2232;134,42;246,297;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:09:930;41,3625428;2,31060063;876,242867773399;2874,81265030568;10,140625;68,455811;1111;28,75;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-117,421875;194;0,312;-608;-416;1187;220,66;243,3142;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:09:953;41,33154336;2,2184922;510,521899448708;1674,9406685873;5,585938;70,603638;1000;16,75;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,730469;170;0,264;-928;-928;1264;183,7;245,528;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:10:031;41,36549385;2,49923766;1104,68140932173;3624,28295495909;18,378906;77,65686;1000;36,25;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;46,054688;211;0,34;-800;-640;288;216,26;52,7014;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:10:070;41,30503076;2,14073645;152,397899695672;499,993125237549;1,769531;81,546021;2030;5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-116,894531;129;0,196;-768;-704;2232;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:13:922;41,36079767;2,30584257;868,625396490097;2849,82094582057;9,902344;68,565674;1111;28,5;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-115,136719;190;0,304;-96;-64;1187;214,94;245,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:13:945;41,3301182;2,21430492;495,283155566081;1624,94478810742;5,378906;70,795898;1000;16,25;4CA815;RYR16XA;1018;-0,176;-114,785;182;0;176;-114,082031;169;0,264;-1024;-960;1264;182,6;245,3961;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:14:016;41,36811977;2,50291235;1089,43767051492;3574,27068693217;18,574219;77,288818;1000;35,75;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;37,96875;210;0,34;-800;-576;288;215,82;46,3129;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:14:086;41,30400134;2,13770081;137,158210388385;449,994142970628;1,625;82,990723;2030;4,5;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-117,070312;129;0,196;-608;-608;2232;133,32;245,1599;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:17:914;41,35924697;2,30107156;868,627902450971;2849,82916747724;9,667969;68,615112;1111;28,5;346691;VLG40UD;1018;N/A;N/A;N/A;N/A;N/A;-113,203125;188;0,3;-192;-256;1187;212,52;246,6925;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:17:945;41,32874766;2,21037029;472,424292902462;1549,94851712611;5,183594;71,010132;1000;15,5;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,90625;168;0,26;-992;-960;1264;181,72;245,2643;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:18:008;41,37158709;2,50586761;1081,81487581041;3549,26151715382;18,75;76,755981;1000;35,5;345043;VLG30NL;1018;-23,906;35,508;216;-2,25;228;29,53125;211;0,34;-736;-512;288;216,04;35,3815;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:18:094;41,30296761;2,13480858;129,538484131917;424,99504027936;1,488281;84,748535;2030;4,25;34744C;VLG74FA;1018;N/A;N/A;N/A;N/A;N/A;-116,367188;129;0,196;-576;-576;2232;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:21:992;41,3754365;2,50821975;1074,19284750707;3524,25486181511;18,90625;76,14624;1000;35,25;345043;VLG30NL;1018;N/A;N/A;N/A;N/A;N/A;21,445312;209;0,336;-512;-448;288;216,26;26,6803;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:21:906;41,35777368;2,29626512;861,01037957333;2824,83729371936;9,433594;68,637085;1111;28,25;346691;VLG40UD;1018;-1,23;-112,5;210;-0,125;200;-113,027344;186;0,296;-736;-736;1187;210,32;247,3352;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:21:938;41,3273341;2,20626603;457,185438261367;1499,95227326542;4,980469;71,240845;1000;15;4CA815;RYR16XA;1018;N/A;N/A;N/A;N/A;N/A;-113,554688;167;0,26;-1024;-992;1264;180,4;245,4236;No alert, no SPI, aircraft airbone
CAT048;20;129;22:45:22:109;41,30194458;2,13179515;114,298746949062;374,99590094036;1,347656;86,819458;2030;3,75;34744C;VLG74FA;1018;0,352;-114,082;134;-0,188;132;-116,191406;129;0,196;-576;-640;2232;133,54;246,1212;No alert, no SPI, aircraft airbone
